,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
554,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5856,99,,B1,518 SENATOR STREET,,11220,2,0,2,"2,500","2,527",1920,1,B1,1290000,4/13/2022,40.6342846,-74.0200393
557,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5860,142,,B2,75 BAY RIDGE AVENUE,,11220,2,0,2,"3,625","2,504",1925,1,B2,1420000,9/29/2022,40.6381436,-74.0328423
559,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5862,74,,B1,231 BAY RIDGE AVENUE,,11220,2,0,2,"1,833","1,648",1925,1,B1,0,5/2/2022,40.6364514,-74.0276027
560,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5862,79,,B1,221 BAY RIDGE AVENUE,,11220,2,0,2,"1,833","1,648",1925,1,B1,1045000,2/9/2022,40.6365474,-74.027909
562,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5863,53,,B1,365 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,140",1915,1,B1,1200000,11/18/2022,40.6351347,-74.0241037
563,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5863,68,,B1,329 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,722",1915,1,B1,0,3/24/2022,40.6355572,-74.0250334
564,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5863,70,,B1,325 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,722",1915,1,B1,0,6/11/2022,40.6356121,-74.025156
565,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5867,15,,B1,722 68 STREET,,11220,2,0,2,"2,000","2,080",1925,1,B1,0,1/29/2023,40.6312029,-74.0152648
567,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5869,19,,B3,74 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,210",1925,1,B3,1030000,6/28/2022,40.6377016,-74.033152
568,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5869,28,,B1,92 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,504",1925,1,B1,1380000,10/3/2022,40.6375179,-74.0325538
569,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5869,41,,S2,118 BAY RIDGE AVENUE,,11220,2,1,3,"1,950","2,666",1931,1,S2,0,9/21/2022,40.6372464,-74.0316745
570,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5870,6,,S2,124 BAY RIDGE AVENUE,,11220,2,1,3,"2,592","3,850",1930,1,S2,1328000,2/4/2022,40.6371038,-74.0311844
571,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5870,28,,B1,170 BAY RIDGE AVENUE,,11220,2,0,2,"1,958","3,146",1930,1,B1,1500000,3/30/2022,40.6366595,-74.0297826
575,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5871,188,,B1,30 BAY RIDGE PLACE,,11209,2,0,2,"1,600","2,905",1970,1,B1,1150000,11/14/2022,40.6356251,-74.028395
578,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5874,10,,S2,6911 5 AVENUE,,11209,2,1,3,"1,439","3,073",1931,1,S2,10,7/25/2022,40.6330411,-74.0209036
580,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5875,27,,B1,644 BAY RIDGE AVENUE,,11220,2,0,2,"2,346","2,280",1925,1,B1,0,8/12/2022,40.6315732,-74.0174337
581,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5875,71,,B1,639 OVINGTON AVENUE,,11209,2,0,2,"3,740","2,560",1925,1,B1,1200000,9/16/2022,40.6312081,-74.0175597
582,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5876,14,,B1,722 BAY RIDGE AVENUE,,11220,2,0,2,"2,400","2,400",1925,1,B1,0,4/1/2022,40.6304783,-74.0155853
583,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5877,13,,B2,820 BAY RIDGE AVENUE,,11220,2,0,2,"2,350","2,280",1925,1,B2,0,6/6/2022,40.6298389,-74.0145115
584,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5877,54,,S2,6916 FT HAMILTON PARKWAY,,11228,2,1,3,"2,049","3,300",1931,1,S2,1300000,1/24/2023,40.6285545,-74.0128576
585,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5885,4,,B1,7037 COLONIAL ROAD,,11209,2,0,2,"2,350","2,850",1930,1,B1,1500000,6/6/2022,40.6356928,-74.0316125
586,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5885,36,,B3,7032 RIDGE CREST TERRACE,,11209,2,0,2,"1,982","2,347",1925,1,B3,1130220,7/21/2022,40.6355776,-74.0312846
590,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5891,17,,S2,7015 3 AVENUE,,11209,2,1,3,"2,041","3,300",1914,1,S2,1345000,4/1/2022,40.6343355,-74.0262832
591,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5891,18,,S2,7013 3 AVENUE,,11209,2,1,3,"1,692","3,288",1914,1,S2,1345000,4/1/2022,40.6344014,-74.0262904
592,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5891,36,,B1,348 OVINGTON AVENUE,,11209,2,0,2,"2,399","3,000",1910,1,B1,1150000,7/21/2022,40.634075,-74.0252779
594,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5892,38,,B3,464 OVINGTON AVENUE,,11209,2,0,2,"9,259","3,006",1899,1,B3,1460000,6/15/2022,40.632577,-74.0221681
596,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5893,44,,B1,578 OVINGTON AVENUE,,11209,2,0,2,"5,531","3,192",1910,1,B1,0,9/26/2022,40.6313478,-74.0194368
605,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5904,60,,B1,7218 NARROWS AVENUE,,11209,2,0,2,"1,991","3,876",1925,1,B1,750000,12/14/2022,40.6350275,-74.0355034
606,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5904,69,,B2,7310 NARROWS AVENUE,,11209,2,0,2,"3,286","2,600",1925,1,B2,0,7/18/2022,40.6345718,-74.0357193
632,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5920,38,,B1,7314 6 AVENUE,,11209,2,0,2,"1,812","1,900",1915,1,B1,0,5/16/2022,40.6295938,-74.0199551
640,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5930,74,,B9,437 BAY RIDGE PARKWAY,,11209,2,0,2,"1,703","1,400",1899,1,B9,1375000,9/13/2022,40.630529,-74.0238354
642,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5931,71,,S2,541 BAY RIDGE PARKWAY,,11209,2,1,3,"2,553","3,300",1899,1,S2,0,4/7/2022,40.6290391,-74.0212554
644,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5937,14,,B1,38 BAY RIDGE PARKWAY,,11209,2,0,2,"2,500","2,460",1920,1,B1,0,2/25/2022,40.6329854,-74.0353077
645,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5940,25,,B1,342 BAY RIDGE PARKWAY,,11209,2,0,2,"1,863","2,060",1910,1,B1,1150000,3/1/2022,40.6309182,-74.0265448
647,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5940,70,,B1,331 76 STREET,,11209,2,0,2,"2,143","2,650",1905,1,B1,1247500,2/28/2022,40.630726,-74.0269591
649,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5942,22,,B1,534 BAY RIDGE PARKWAY,,11209,2,0,2,"2,000","2,930",1915,1,B1,1145000,1/12/2023,40.6286684,-74.0218425
650,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5943,5,,B1,7511 6 AVENUE,,11209,2,0,2,"2,725","2,446",1930,1,B1,0,3/4/2022,40.6275351,-74.0201994
654,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5952,9,,S2,7603 5 AVENUE,,11209,2,1,3,"1,868","3,300",1931,1,S2,1560000,6/23/2022,40.6283938,-74.0227935
655,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5952,27,,B1,548 76 STREET,,11209,2,0,2,"2,000","1,680",1910,1,B1,0,1/20/2023,40.6277654,-74.0218711
674,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5972,61,,B1,641 79 STREET,,11209,2,0,2,"3,124","2,680",1925,1,B1,0,1/11/2023,40.6245845,-74.0202021
675,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5975,74,,B1,8002 HARBOR VIEW TERRACE,,11209,2,0,2,"6,499","3,042",1950,1,B1,0,9/2/2022,40.63016,-74.0384442
676,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5975,74,,B1,8002 HARBOR VIEW TERRACE,,11209,2,0,2,"6,499","3,042",1950,1,B1,2999999,6/2/2022,40.63016,-74.0384442
678,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5982,2,,B3,7921 6 AVENUE,,11209,2,0,2,"1,513","1,197",1925,1,B3,0,7/5/2022,40.6243839,-74.0214809
689,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5999,2,,S2,8123 5 AVENUE,,11209,2,1,3,"2,000","3,600",1921,1,S2,0,7/28/2022,40.6243476,-74.0244348
690,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5999,6,,S2,8115 5 AVENUE,,11209,2,1,3,"1,846","3,855",1931,1,S2,1550000,6/24/2022,40.6245727,-74.0243593
694,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6007,8,,S2,8205 3 AVENUE,,11209,2,1,3,"2,000","3,300",1921,1,S2,1700000,8/3/2022,40.6260893,-74.0296482
709,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6024,45,,S2,8418 3 AVENUE,,11209,2,1,3,"1,900","3,536",1928,1,S2,1880000,3/28/2022,40.6246178,-74.0309264
717,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6040,13,,B3,8623 SHORE ROAD,,11209,2,0,2,"2,600","2,540",1925,1,B3,0,8/5/2022,40.6249662,-74.0403144
719,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6044,42,,S2,8610 4 AVENUE,,11209,2,1,3,"2,000","3,900",1921,1,S2,2300000,2/28/2022,40.6225845,-74.0288073
723,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6048,2,,B1,8721 RIDGE BOULEVARD,,11209,2,0,2,"2,000","3,324",1899,1,B1,0,6/16/2022,40.6227642,-74.0339623
724,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6049,4,,S2,8715 3 AVENUE,,11209,2,1,3,"1,995","2,400",1926,1,S2,364873,9/12/2022,40.622238,-74.0312279
727,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6052,10,,B1,25 GELSTON AVENUE,,11209,2,0,2,"2,109","1,836",1925,1,B1,0,9/22/2022,40.6202686,-74.0255968
729,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6055,26,,B2,18 BATTERY AVENUE,,11228,2,0,2,"3,167","1,836",1925,1,B2,950000,12/29/2022,40.6186087,-74.0225056
730,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6056,5,,B1,27 BATTERY AVENUE,,11228,2,0,2,"2,302","2,280",1925,1,B1,0,11/18/2022,40.618197,-74.0223182
735,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6063,8,,B3,8905 RIDGE BOULEVARD,,11209,2,0,2,"1,799","1,560",1920,1,B3,1060000,12/28/2022,40.6217211,-74.0343976
737,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6071,11,,B2,63 DAHLGREN PLACE,,11228,2,0,2,"2,085","1,464",1899,1,B2,900000,2/18/2022,40.6179085,-74.0238093
742,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6084,38,,B3,9102 RIDGE BOULEVARD,,11209,2,0,2,"2,233","2,208",1910,1,B3,1760000,6/27/2022,40.6206063,-74.0355101
747,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6092,39,,B1,142 BATTERY AVENUE,,11209,2,0,2,"3,124","2,181",1965,1,B1,0,6/30/2022,40.6160638,-74.0248496
749,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6105,5,,B2,53 MARINE AVENUE,,11209,2,0,2,"2,724","2,164",1925,1,B2,1495000,12/1/2022,40.6191786,-74.0368601
750,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6106,2,,B1,9319 RIDGE BOULEVARD,,11209,2,0,2,"2,350","2,052",1925,1,B1,1550000,1/27/2023,40.6187069,-74.03561
751,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6106,48,,B2,255 94 STREET,,11209,2,0,2,"2,500","2,440",1925,1,B2,1468000,4/29/2022,40.6183917,-74.0341798
754,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6110,35,,B2,9224 FT HAMILTON PARKWAY,,11209,2,0,2,"2,906","2,000",1915,1,B2,0,5/13/2022,40.6166641,-74.0281925
759,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6116,5,,B1,115 MARINE AVENUE,,11209,2,0,2,"2,891","2,520",1920,1,B1,0,7/13/2022,40.6174882,-74.0357966
771,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6126,62,,B2,317 MARINE AVENUE,,11209,2,0,2,"2,440","3,522",1925,1,B2,1500000,6/28/2022,40.6149443,-74.0338575
772,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6127,12,,B2,415 MARINE AVENUE,,11209,2,0,2,"3,205","3,900",1910,1,B2,0,4/13/2022,40.613965,-74.0319408
779,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6141,66,,B3,290 DAHLGREN PLACE,,11228,2,0,2,"2,199","1,788",1935,1,B3,0,9/26/2022,40.6133073,-74.0276544
780,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6142,58,,B3,186 BATTERY AVENUE,,11209,2,0,2,"1,682","1,691",1930,1,B3,949000,2/8/2022,40.6149794,-74.0255516
781,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6142,86,,B3,268 BATTERY AVENUE,,11209,2,0,2,"2,169","2,628",1925,1,B3,0,12/14/2022,40.6132966,-74.026545
782,3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6143,81,,B3,261 BATTERY AVENUE,,11209,2,0,2,"2,836","1,995",1935,1,B3,1300000,6/2/2022,40.6132062,-74.0258571
783,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5849,28,,C0,254 67 STREET,,11220,3,0,3,"2,499","3,571",1910,1,C0,0,12/21/2022,40.6380026,-74.0262126
785,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5872,32,,C0,356 BAY RIDGE AVENUE,,11220,3,0,3,"1,966","3,878",1915,1,C0,980000,1/12/2023,40.6348684,-74.0246369
786,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5881,10,,C0,7001 SHORE ROAD,,11209,3,0,3,"1,628","2,224",1925,1,C0,1750000,5/9/2022,40.6378682,-74.0357679
790,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5925,74,,C0,21 BAY RIDGE PARKWAY,,11209,3,0,3,"1,888","2,268",1930,1,C0,0,12/23/2022,40.6335671,-74.0360502
803,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5977,46,,C0,7916 RIDGE BOULEVARD,,11209,3,0,3,"3,500","3,832",1899,1,C0,0,7/18/2022,40.6288609,-74.0321317
804,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,5977,46,,C0,7916 RIDGE BOULEVARD,,11209,3,0,3,"3,500","3,832",1899,1,C0,2300000,8/31/2022,40.6288609,-74.0321317
808,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,6046,54,,C0,51 88 STREET,,11209,3,0,3,"4,000","3,102",1915,1,C0,900000,5/2/2022,40.6239375,-74.0386603
810,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,6062,53,,C0,355 89 STREET,,11209,3,0,3,"2,400","3,762",1999,1,C0,1700000,2/28/2022,40.6211788,-74.0301684
817,3,BAY RIDGE,03 THREE FAMILY DWELLINGS,1,6115,23,,C0,9461 RIDGE BOULEVARD,,11209,3,0,3,"2,500","3,638",1950,1,C0,1700000,4/26/2022,40.6173888,-74.0374247
851,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,5763,9,,C2,6703 8 AVENUE,,11220,6,0,6,"1,799","4,800",1920,2,C2,1325000,7/28/2022,40.6311977,-74.01364
858,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2,5874,51,,C1,6914 6 AVENUE,,11209,16,0,16,"4,913","12,659",1931,2,C1,2850000,5/5/2022,40.6320588,-74.0189831
859,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2,5874,58,,C1,571 OVINGTON AVENUE,,11209,35,0,35,"9,000","27,548",1931,2,C1,5700000,9/28/2022,40.6318721,-74.0191956
860,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,5877,20,,C2,834 BAY RIDGE AVENUE,,11220,6,0,6,"2,500","4,860",1926,2,C2,1890000,4/19/2022,40.6296221,-74.0141548
861,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,5891,29,,C2,328 OVINGTON AVENUE,,11209,6,0,6,"2,067","3,900",1914,2,C2,1250000,3/8/2022,40.634267,-74.025631
862,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,5893,23,,C2,528 OVINGTON AVENUE,,11209,6,0,6,"3,040","5,100",1931,2,C2,1300000,4/18/2022,40.631924,-74.0206979
865,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2B,5931,10,,C7,7407 5 AVENUE,,11209,7,1,8,"1,855","6,000",1936,2,C7,1650000,4/28/2022,40.629931,-74.0221564
869,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2,5995,44,,C1,8116 RIDGE BOULEVARD,,11209,21,0,21,"10,933","17,000",1921,2,C1,3775000,2/23/2022,40.6272989,-74.032765
871,3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,6009,31,,C2,574 82 STREET,,11209,6,0,6,"2,499","5,475",1922,2,C2,0,9/22/2022,40.6230222,-74.0230583
876,3,BAY RIDGE,08 RENTALS - ELEVATOR APARTMENTS,2,5889,37,,D7,7100 RIDGE BOULEVARD,,11209,39,1,40,"9,999","47,285",1937,2,D7,8400000,9/16/2022,40.634697,-74.0297493
1245,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2B,5910,1,,S9,7223 5 AVENUE,,11209,6,4,10,"1,931","6,800",1928,2,S9,2900000,5/10/2022,40.6309659,-74.0217136
1246,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,5929,3,,S9,7415 3 AVENUE,,11209,4,2,6,"2,199","4,802",1920,2,S9,0,7/26/2022,40.6316289,-74.0274278
1247,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,5929,3,,S9,7415 3 AVENUE,,11209,4,2,6,"2,199","4,802",1920,2,S9,1775000,1/18/2023,40.6316289,-74.0274278
1250,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,6048,31,,S9,8702 3 AVENUE,,11209,4,2,6,"2,000","5,300",1926,2,S9,0,11/5/2022,40.6227017,-74.0317036
1251,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,6089,54,,S5,9054 FT HAMILTON PARKWAY,,11209,5,1,6,"1,925","4,500",1927,2,S5,1600000,1/11/2023,40.6173175,-74.027584
1252,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,6126,5,,S5,9717 3 AVENUE,,11209,5,1,6,"2,277","4,500",1928,2,S5,0,10/19/2022,40.6151721,-74.0341061
1253,3,BAY RIDGE,14 RENTALS - 4-10 UNIT,2A,6126,6,,S5,9715 3 AVENUE,,11209,5,1,6,"2,277","4,500",1928,2,S5,0,10/19/2022,40.6152215,-74.0340773
1272,3,BAY RIDGE,21 OFFICE BUILDINGS,4,5770,1,,O8,6823 8 AVENUE,,11220,2,2,4,"2,000","3,400",1996,4,O8,1500000,12/2/2022,40.6302863,-74.0145621
1273,3,BAY RIDGE,21 OFFICE BUILDINGS,4,5770,2,,O8,6821 8 AVENUE,,11220,2,1,3,"2,399","3,625",1920,4,O8,2028000,12/2/2022,40.6303329,-74.0145116
1274,3,BAY RIDGE,21 OFFICE BUILDINGS,4,5937,38,,O8,7502 COLONIAL ROAD,,11209,1,1,2,"2,316","3,560",1905,4,O8,990000,8/5/2022,40.6326758,-74.0335206
1275,3,BAY RIDGE,21 OFFICE BUILDINGS,4,5942,33,,O2,560 BAY RIDGE PARKWAY,,11209,0,1,1,"2,000","3,600",1915,4,O2,0,4/27/2022,40.6282953,-74.0212228
1276,3,BAY RIDGE,21 OFFICE BUILDINGS,4,5942,34,,O2,564 BAY RIDGE PARKWAY,,11209,0,1,1,"2,000","3,600",1915,4,O2,0,4/27/2022,40.6282596,-74.0211651
1277,3,BAY RIDGE,22 STORE BUILDINGS,4,5870,32,,K4,180 BAY RIDGE AVENUE,,11220,1,1,2,"2,000","3,000",1931,4,K4,0,11/14/2022,40.6365909,-74.029588
1278,3,BAY RIDGE,22 STORE BUILDINGS,4,5940,7,,K1,7509 3 AVENUE,,11209,0,1,1,"3,300","2,660",1931,4,K1,1950000,9/30/2022,40.6310826,-74.0276113
1287,3,BAY RIDGE,29 COMMERCIAL GARAGES,4,5997,7,,G7,8101 3 AVENUE,,11209,0,0,0,"10,933",0,,4,G7,6425000,2/4/2022,40.6268085,-74.0293604
1288,3,BAY RIDGE,29 COMMERCIAL GARAGES,4,6094,26,,G2,9012 7 AVENUE,,11228,0,1,1,"6,800","1,860",1967,4,G2,160000000,6/3/2022,40.6158501,-74.0226128
1289,3,BAY RIDGE,30 WAREHOUSES,4,5855,13,,E9,416 SENATOR STREET,,11220,2,1,3,"3,400","4,091",1931,4,E9,0,3/4/2022,40.6356538,-74.0225402
1336,3,BAY RIDGE,47 CONDO NON-BUSINESS STORAGE,4,6133,1279,,RS,9956 3RD AVENUE,S5,11209,,1,1,,,2020,4,RS,906752,11/21/2022,40.6134341,-74.0358737
1341,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1604,31,,S1,1136 BROADWAY,,11221,1,1,2,"2,144","2,306",1916,1,S1,1000000,1/18/2023,40.6933488,-73.9293314
1342,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1615,55,,A4,841A GREENE AVENUE,,11221,1,0,1,"2,000","3,600",1899,1,A4,0,11/8/2022,40.6905631,-73.9343719
1343,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1617,55,,A5,967 GREENE AVENUE,,11221,1,0,1,"1,916","2,589",1899,1,A5,1835000,7/6/2022,40.6912239,-73.9286197
1344,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1632,34,,A4,792A QUINCY STREET,,11221,1,0,1,"2,000","2,160",1899,1,A4,1650000,7/19/2022,40.6893296,-73.9280159
1346,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1642,42,,S1,114 PATCHEN AVENUE,,11221,1,1,2,"1,440","2,372",1899,1,S1,0,6/28/2022,40.6878607,-73.9273216
1347,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1647,20,,A9,730 MADISON STREET,,11221,1,0,1,"2,000","1,260",1899,1,A9,1825000,9/21/2022,40.6869943,-73.9287612
1348,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1648,67,,A5,891 PUTNAM AVENUE,,11221,1,0,1,"1,874","2,250",1901,1,A5,10000,12/12/2022,40.6870855,-73.9254835
1349,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1649,45,,A5,312 LEWIS AVENUE,,11221,1,0,1,"1,755","3,548",1899,1,A5,2510000,5/13/2022,40.6852198,-73.9357833
1350,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1652,36,,A4,862 PUTNAM AVENUE,,11221,1,0,1,"2,000","1,780",1899,1,A4,0,12/22/2022,40.6864115,-73.9273448
1351,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1657,26,,A4,726A JEFFERSON AVENUE,,11221,1,0,1,"1,874","2,250",1899,1,A4,1070000,11/1/2022,40.6855639,-73.9281678
1352,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1665,55,,A4,481 MACON STREET,,11233,1,0,1,"2,200","2,451",1899,1,A4,2025000,2/24/2022,40.6832665,-73.9326484
1353,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1683,75,,A9,303 BAINBRIDGE STREET,,11233,1,0,1,"2,000","1,244",1899,1,A9,815000,9/6/2022,40.6819521,-73.9244941
1354,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1685,77,,A9,43 CHAUNCEY STREET,,11233,1,0,1,"1,900","1,382",1901,1,A9,2500,4/12/2022,40.6800916,-73.9341694
1355,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1699,68,,A9,479 HERKIMER STREET,,11213,1,0,1,"2,717","2,292",1899,1,A9,10,6/2/2022,40.6792014,-73.937444
1356,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1700,145,,A5,607 HERKIMER STREET,,11213,1,0,1,"2,200","1,450",1983,1,A5,0,5/24/2022,40.678974,-73.9331935
1357,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1703,70,,A5,793 HERKIMER STREET,,11233,1,0,1,"1,403","2,352",1899,1,A5,1850000,7/18/2022,40.6786107,-73.9270504
1358,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1706,8,,A5,27 TROY AVENUE,,11213,1,0,1,"2,244","1,452",1985,1,A5,947500,3/16/2022,40.6785443,-73.9354509
1360,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1712,21,,A9,890 HERKIMER STREET,,11233,1,0,1,"2,058","1,040",1901,1,A9,0,3/28/2022,40.6780103,-73.9239217
1361,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1747,46,,A9,881 MYRTLE AVENUE,,11206,1,0,1,"1,900","1,200",1920,1,A9,1900000,5/9/2022,40.6958205,-73.9474356
1362,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1747,48,,S1,877 MYRTLE AVENUE,,11206,1,1,2,"2,000","2,794",1920,1,S1,0,11/2/2022,40.6958041,-73.9475799
1363,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1766,58,,A9,67 HART STREET,,11206,1,0,1,"1,900","2,565",1931,1,A9,0,8/24/2022,40.69331,-73.9496013
1364,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1769,25,,A9,688 WILLOUGHBY AVENUE,,11206,1,0,1,"1,616","1,632",2002,1,A9,1450000,11/21/2022,40.6944948,-73.9416993
1365,3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1769,136,,A9,706 WILLOUGHBY AVENUE,,11206,1,0,1,"1,446","1,458",2002,1,A9,0,10/1/2022,40.6945904,-73.9408734
